MatchID,HomeTeam_Total_Games_Played,HomeTeam_Total_Games_Played_Home,HomeTeam_Total_Games_Played_Away,HomeTeam_Full_Time_Goals_Scored,HomeTeam_Full_Time_Goals_Scored_Home,HomeTeam_Full_Time_Goals_Scored_Away,HomeTeam_Full_Time_Goals_Conceded,HomeTeam_Full_Time_Goals_Conceded_Home,HomeTeam_Full_Time_Goals_Conceded_Away,HomeTeam_Half_Time_Goals_Scored,HomeTeam_Half_Time_Goals_Scored_Home,HomeTeam_Half_Time_Goals_Scored_Away,HomeTeam_Half_Time_Goals_Conceded,HomeTeam_Half_Time_Goals_Conceded_Home,HomeTeam_Half_Time_Goals_Conceded_Away,HomeTeam_Shots,HomeTeam_Shots_Home,HomeTeam_Shots_Away,HomeTeam_Oponent_Shots,HomeTeam_Oponent_Shots_Home,HomeTeam_Oponent_Shots_Away,HomeTeam_Shots_On_Target,HomeTeam_Shots_On_Target_Home,HomeTeam_Shots_On_Target_Away,HomeTeam_Oponent_Shots_On_Target,HomeTeam_Oponent_Shots_On_Target_Home,HomeTeam_Oponent_Shots_On_Target_Away,HomeTeam_Accuracy,HomeTeam_Accuracy_Home,HomeTeam_Accuracy_Away,HomeTeam_Oponent_Accuracy,HomeTeam_Oponent_Accuracy_Home,HomeTeam_Oponent_Accuracy_Away,HomeTeam_Saves,HomeTeam_Saves_Home,HomeTeam_Saves_Away,HomeTeam_Save_Percent,HomeTeam_Save_Percent_Home,HomeTeam_Save_Percent_Away,HomeTeam_Corners,HomeTeam_Corners_Home,HomeTeam_Corners_Away,HomeTeam_Fouls,HomeTeam_Fouls_Home,HomeTeam_Fouls_Away,HomeTeam_Yellow_Cards,HomeTeam_Yellow_Cards_Home,HomeTeam_Yellow_Cards_Away,HomeTeam_Red_Cards,HomeTeam_Red_Cards_Home,HomeTeam_Red_Cards_Away,HomeTeam_Win_Percent,HomeTeam_Win_Percent_Home,HomeTeam_Win_Percent_Away,HomeTeam_Draw_Percent,HomeTeam_Draw_Percent_Home,HomeTeam_Draw_Percent_Away,HomeTeam_Loss_Percent,HomeTeam_Loss_Percent_Home,HomeTeam_Loss_Percent_Away,AwayTeam_Total_Games_Played,AwayTeam_Total_Games_Played_Home,AwayTeam_Total_Games_Played_Away,AwayTeam_Full_Time_Goals_Scored,AwayTeam_Full_Time_Goals_Scored_Home,AwayTeam_Full_Time_Goals_Scored_Away,AwayTeam_Full_Time_Goals_Conceded,AwayTeam_Full_Time_Goals_Conceded_Home,AwayTeam_Full_Time_Goals_Conceded_Away,AwayTeam_Half_Time_Goals_Scored,AwayTeam_Half_Time_Goals_Scored_Home,AwayTeam_Half_Time_Goals_Scored_Away,AwayTeam_Half_Time_Goals_Conceded,AwayTeam_Half_Time_Goals_Conceded_Home,AwayTeam_Half_Time_Goals_Conceded_Away,AwayTeam_Shots,AwayTeam_Shots_Home,AwayTeam_Shots_Away,AwayTeam_Oponent_Shots,AwayTeam_Oponent_Shots_Home,AwayTeam_Oponent_Shots_Away,AwayTeam_Shots_On_Target,AwayTeam_Shots_On_Target_Home,AwayTeam_Shots_On_Target_Away,AwayTeam_Oponent_Shots_On_Target,AwayTeam_Oponent_Shots_On_Target_Home,AwayTeam_Oponent_Shots_On_Target_Away,AwayTeam_Accuracy,AwayTeam_Accuracy_Home,AwayTeam_Accuracy_Away,AwayTeam_Oponent_Accuracy,AwayTeam_Oponent_Accuracy_Home,AwayTeam_Oponent_Accuracy_Away,AwayTeam_Saves,AwayTeam_Saves_Home,AwayTeam_Saves_Away,AwayTeam_Save_Percent,AwayTeam_Save_Percent_Home,AwayTeam_Save_Percent_Away,AwayTeam_Corners,AwayTeam_Corners_Home,AwayTeam_Corners_Away,AwayTeam_Fouls,AwayTeam_Fouls_Home,AwayTeam_Fouls_Away,AwayTeam_Yellow_Cards,AwayTeam_Yellow_Cards_Home,AwayTeam_Yellow_Cards_Away,AwayTeam_Red_Cards,AwayTeam_Red_Cards_Home,AwayTeam_Red_Cards_Away,AwayTeam_Win_Percent,AwayTeam_Win_Percent_Home,AwayTeam_Win_Percent_Away,AwayTeam_Draw_Percent,AwayTeam_Draw_Percent_Home,AwayTeam_Draw_Percent_Away,AwayTeam_Loss_Percent,AwayTeam_Loss_Percent_Home,AwayTeam_Loss_Percent_Away
271,0.14705882352941177,0.1111111111111111,0.16666666666666666,0.8,0.6666666666666666,0.7407407407407407,0.1,0.125,0.08333333333333333,0.3,0.25,0.4444444444444444,0.13333333333333333,0.16666666666666666,0.08333333333333333,0.6413793103448276,0.5517241379310345,0.8133333333333334,0.2689655172413793,0.34,0.2528735632183908,0.7368421052631579,0.5,0.7719298245614035,0.22000000000000003,0.25,0.15384615384615385,0.47043010752688175,0.56875,0.45081967213114754,0.4601889338731444,0.36764705882352944,0.3818181818181818,0.225,0.25,0.1388888888888889,0.16363636363636364,0.4,0.2777777777777778,0.5857142857142856,0.5357142857142857,0.7878787878787878,0.45999999999999996,0.42500000000000004,0.46031746031746024,0.36000000000000004,0.30000000000000004,0.4,0.4,0.25,0.3333333333333333,0.8,0.5,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.14705882352941177,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.4,0.5,0.25,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.125,0.5259259259259259,0.5238095238095237,0.54,0.44,0.37333333333333335,0.46551724137931033,0.32000000000000006,0.2898550724637681,0.30000000000000004,0.5599999999999999,0.43333333333333335,0.576923076923077,0.3702213279678068,0.37337662337662336,0.2777777777777778,0.6363636363636362,0.5803571428571429,0.7777777777777778,0.5,0.2916666666666667,0.5416666666666666,0.14285714285714285,0.1794871794871795,0.43333333333333335,0.5499999999999999,0.5,0.6818181818181819,0.6,0.5263157894736842,0.6428571428571428,0.5599999999999999,0.6666666666666667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
270,0.14705882352941177,0.16666666666666666,0.1111111111111111,0.2,0.2222222222222222,0.1111111111111111,0.2,0.3333333333333333,0.0,0.15,0.16666666666666666,0.16666666666666666,0.13333333333333333,0.2222222222222222,0.0,0.4896551724137931,0.5977011494252873,0.38,0.42758620689655175,0.42666666666666664,0.5172413793103449,0.3157894736842105,0.20512820512820512,0.3684210526315789,0.4,0.3666666666666667,0.34615384615384615,0.2640845070422535,0.2153846153846154,0.4605263157894737,0.5263157894736842,0.4296875,0.42,0.4,0.2916666666666667,0.375,0.16,0.21212121212121213,0.5,0.5142857142857142,0.6428571428571428,0.4090909090909091,0.5900000000000001,0.6000000000000001,0.5476190476190476,0.2,0.2,0.2,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.2,0.3333333333333333,0.0,0.14705882352941177,0.16666666666666666,0.1111111111111111,0.8,0.7407407407407407,0.6666666666666666,0.1,0.0,0.25,0.26666666666666666,0.2222222222222222,0.3333333333333333,0.06666666666666667,0.0,0.125,0.7037037037037037,0.7142857142857142,0.7000000000000001,0.344,0.36,0.27586206896551724,0.7200000000000001,0.5797101449275363,0.8,0.27999999999999997,0.26666666666666666,0.23076923076923078,0.6225563909774436,0.5476190476190476,0.5714285714285714,0.40697674418604657,0.37037037037037035,0.5249999999999999,0.3,0.3333333333333333,0.16666666666666666,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6631578947368421,0.7368421052631579,0.5,0.2,0.26666666666666666,0.1,0.0,0.0,0.0,0.8,1.0,0.5,0.2,0.0,0.5,0.0,0.0,0.0
272,0.11764705882352941,0.05555555555555555,0.16666666666666666,0.25,0.4444444444444444,0.14814814814814814,0.4375,0.0,0.5833333333333334,0.0625,0.0,0.1111111111111111,0.25,0.0,0.25,0.4568965517241379,0.6551724137931034,0.45333333333333337,0.4482758620689655,0.4,0.48275862068965514,0.3421052631578947,0.23076923076923078,0.3508771929824561,0.35000000000000003,0.2,0.3076923076923077,0.30660377358490565,0.22105263157894733,0.36764705882352944,0.4392712550607287,0.25,0.39999999999999997,0.21875,0.25,0.1388888888888889,0.125,1.0,0.1388888888888889,0.2857142857142857,0.7142857142857142,0.18181818181818182,0.4375,0.55,0.38095238095238093,0.30000000000000004,0.2,0.33333333333333337,0.25,0.0,0.3333333333333333,0.25,1.0,0.0,0.25,0.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.11764705882352941,0.16666666666666666,0.05555555555555555,0.3125,0.14814814814814814,0.6666666666666666,0.1875,0.25,0.0,0.16666666666666666,0.0,0.6666666666666666,0.08333333333333333,0.1111111111111111,0.0,0.8055555555555555,0.8571428571428571,0.6,0.38,0.3466666666666666,0.41379310344827586,0.625,0.5507246376811594,0.6000000000000001,0.15000000000000002,0.16666666666666669,0.07692307692307693,0.4720853858784893,0.43353174603174605,0.5,0.19736842105263158,0.2403846153846154,0.11666666666666665,0.09375,0.08333333333333333,0.08333333333333333,0.125,0.13333333333333333,1.0,0.7916666666666666,0.9722222222222221,0.2727272727272727,0.631578947368421,0.5964912280701754,0.6666666666666666,0.25,0.26666666666666666,0.2,0.0,0.0,0.0,0.25,0.0,1.0,0.5,0.6666666666666666,0.0,0.25,0.3333333333333333,0.0
273,0.14705882352941177,0.1111111111111111,0.16666666666666666,0.1,0.1111111111111111,0.07407407407407407,0.5,0.375,0.5833333333333334,0.1,0.125,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.25,0.2896551724137931,0.3620689655172414,0.28,0.5310344827586206,0.48,0.6091954022988506,0.21052631578947367,0.19230769230769232,0.17543859649122806,0.54,0.35000000000000003,0.5128205128205129,0.2976190476190476,0.3333333333333333,0.2976190476190476,0.5721120984278879,0.36458333333333337,0.5283018867924528,0.425,0.25,0.36111111111111105,0.1259259259259259,0.2857142857142857,0.21666666666666665,0.2571428571428571,0.46428571428571425,0.15151515151515152,0.5700000000000001,0.675,0.47619047619047616,0.36000000000000004,0.4,0.33333333333333337,0.2,0.0,0.3333333333333333,0.2,0.5,0.0,0.2,0.0,0.3333333333333333,0.6,0.5,0.6666666666666666,0.11764705882352941,0.1111111111111111,0.1111111111111111,0.0625,0.1111111111111111,0.0,0.5,0.5,0.5,0.08333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.375,0.28703703703703703,0.26785714285714285,0.32,0.71,0.76,0.5689655172413793,0.225,0.21739130434782608,0.2,0.75,0.75,0.576923076923077,0.4769585253456221,0.5476190476190476,0.3125,0.528169014084507,0.493421052631579,0.6363636363636364,0.6875,0.6875,0.4583333333333333,0.18333333333333332,0.36666666666666664,0.36666666666666664,0.3125,0.41666666666666663,0.2272727272727273,0.42105263157894735,0.5,0.30952380952380953,0.4,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
274,0.14705882352941177,0.1111111111111111,0.16666666666666666,0.3,0.1111111111111111,0.37037037037037035,0.25,0.125,0.3333333333333333,0.25,0.125,0.4444444444444444,0.06666666666666667,0.0,0.08333333333333333,0.3586206896551724,0.41379310344827586,0.37333333333333335,0.7793103448275862,0.62,0.9425287356321839,0.29473684210526313,0.07692307692307693,0.42105263157894735,0.52,0.30000000000000004,0.5128205128205129,0.3365384615384615,0.11666666666666665,0.5357142857142857,0.37540754541220306,0.24193548387096775,0.3414634146341463,0.525,0.3125,0.4444444444444444,0.16153846153846155,0.4166666666666667,0.26666666666666666,0.3142857142857143,0.2857142857142857,0.42424242424242425,0.47000000000000003,0.45,0.46031746031746024,0.27999999999999997,0.2,0.33333333333333337,0.0,0.0,0.0,0.4,0.5,0.3333333333333333,0.4,0.0,0.6666666666666666,0.2,0.5,0.0,0.11764705882352941,0.1111111111111111,0.1111111111111111,0.25,0.1111111111111111,0.3333333333333333,0.1875,0.125,0.25,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.45370370370370366,0.5535714285714285,0.36,0.49,0.32,0.5689655172413793,0.42500000000000004,0.3913043478260869,0.4,0.275,0.2,0.2692307692307693,0.5699708454810495,0.4769585253456221,0.5555555555555556,0.28061224489795916,0.3125,0.29696969696969694,0.25,0.1875,0.20833333333333331,0.18181818181818182,0.375,0.35714285714285715,0.5208333333333333,0.5416666666666666,0.5454545454545454,0.6447368421052632,0.42105263157894735,0.7857142857142857,0.30000000000000004,0.1,0.5,0.0,0.0,0.0,0.25,0.0,0.5,0.5,1.0,0.0,0.25,0.0,0.5
269,0.11764705882352941,0.1111111111111111,0.1111111111111111,0.25,0.3333333333333333,0.1111111111111111,0.25,0.25,0.25,0.0625,0.125,0.0,0.16666666666666666,0.16666666666666666,0.125,0.39655172413793105,0.3620689655172414,0.5,0.47413793103448276,0.72,0.3275862068965517,0.3157894736842105,0.34615384615384615,0.15789473684210525,0.5,0.7000000000000001,0.23076923076923078,0.32608695652173914,0.6,0.15,0.5933014354066986,0.4861111111111111,0.44210526315789467,0.5,0.75,0.16666666666666666,0.2,0.42857142857142855,0.3333333333333333,0.3214285714285714,0.25,0.5,0.4375,0.4,0.45238095238095233,0.15000000000000002,0.0,0.30000000000000004,0.0,0.0,0.0,0.25,0.5,0.0,0.5,0.5,0.5,0.25,0.0,0.5,0.1764705882352941,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.2962962962962963,0.4444444444444444,0.25,0.25,0.25,0.2777777777777778,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.5617283950617283,0.5952380952380952,0.5466666666666666,0.4133333333333334,0.37333333333333335,0.39080459770114945,0.5166666666666667,0.4927536231884058,0.46666666666666673,0.2833333333333334,0.23333333333333336,0.25641025641025644,0.5596546310832025,0.5585714285714286,0.426829268292683,0.34274193548387094,0.3125,0.4117647058823529,0.22916666666666666,0.16666666666666666,0.19444444444444445,0.10784313725490195,0.19047619047619047,0.23333333333333334,0.5555555555555556,0.5277777777777777,0.6363636363636364,0.6666666666666666,0.6842105263157894,0.5873015873015873,0.30000000000000004,0.4,0.2,0.25,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.0
