Season,DateTime,HomeTeam,AwayTeam,FTR,HomeTeam_WinPercentage,HomeTeam_DrawPercentage,AwayTeam_WinPercentage,AwayTeam_DrawPercentage,HomeTeam_Streak,AwayTeam_Streak,HomeTeam_AvgGoal,AwayTeam_AvgGoal,HomeTeam_AvgGoalDiff,AwayTeam_AvgGoalDiff,HomeTeam_AvgShotOnTarget,AwayTeam_AvgShotOnTarget,HomeTeam_AvgShotBlock,AwayTeam_AvgShotBlock,HomeTeam_AvgCorners,AwayTeam_AvgCorners,HomeTeam_AvgRedCards,AwayTeam_AvgRedCards,HomeTeam_AvgYellowCards,AwayTeam_AvgYellowCards,HomeTeam_H2H_Wins,AwayTeam_H2H_Wins,HomeTeam_Last_Season,AwayTeam_Last_Season
2015-16,2015-12-19 00:00:00+00:00,Chelsea,Sunderland,H,0.5978260869565217,0.20652173913043478,0.21739130434782608,0.30434782608695654,-2,-2,1.7608695652173914,0.967391304347826,0.8369565217391305,-0.5869565217391305,5.5,3.489130434782609,2.6630434782608696,3.9347826086956523,6.195652173913044,4.771739130434782,0.10869565217391304,0.11956521739130435,1.7391304347826086,2.097826086956522,4.5,1.5,0.6842105263157895,0.1842105263157894
2015-16,2015-12-19 00:00:00+00:00,Everton,Leicester,A,0.41304347826086957,0.30434782608695654,0.3888888888888889,0.24074074074074073,0,2,1.5,1.4814814814814814,0.30434782608695654,0.05555555555555555,4.728260869565218,4.055555555555555,2.760869565217391,3.037037037037037,5.836956521739131,5.296296296296297,0.05434782608695652,0.07407407407407407,1.5434782608695652,1.4444444444444444,3.0,2.0,0.3157894736842105,0.2894736842105263
2015-16,2015-12-19 00:00:00+00:00,Man United,Norwich,A,0.5108695652173914,0.2391304347826087,0.2037037037037037,0.25925925925925924,-1,0,1.5978260869565217,0.8518518518518519,0.5978260869565217,-0.8148148148148148,4.554347826086956,3.7962962962962963,2.6956521739130435,3.259259259259259,5.5978260869565215,5.314814814814815,0.08695652173913043,0.07407407407407407,1.684782608695652,1.6111111111111112,2.0,1.0,0.5263157894736842,0.0
2015-16,2015-12-19 00:00:00+00:00,Newcastle,Aston Villa,D,0.31521739130434784,0.18478260869565216,0.22826086956521738,0.20652173913043478,2,-1,1.0978260869565217,0.9021739130434783,-0.5652173913043478,-0.7065217391304348,4.130434782608695,3.3152173913043477,2.9239130434782608,2.967391304347826,5.25,4.369565217391305,0.17391304347826086,0.07608695652173914,1.6304347826086956,1.9130434782608696,4.0,1.0,0.2631578947368421,0.2631578947368421
2015-16,2015-12-19 00:00:00+00:00,Southampton,Tottenham,A,0.41304347826086957,0.25,0.5,0.22826086956521738,-1,-1,1.4021739130434783,1.5108695652173914,0.33695652173913043,0.22826086956521738,4.619565217391305,5.032608695652174,2.1739130434782608,2.880434782608696,5.619565217391305,5.913043478260869,0.05434782608695652,0.08695652173913043,1.5869565217391304,1.9782608695652173,1.0,6.0,0.4736842105263157,0.5
2015-16,2015-12-19 00:00:00+00:00,Stoke,Crystal Palace,A,0.3695652173913043,0.2717391304347826,0.3695652173913043,0.18478260869565216,0,1,1.1521739130434783,1.0978260869565217,-0.05434782608695652,-0.14130434782608695,3.5652173913043477,3.9239130434782608,3.1739130434782608,2.9456521739130435,4.5,5.141304347826087,0.09782608695652174,0.07608695652173914,1.934782608695652,1.5978260869565217,2.5,4.5,0.3947368421052631,0.3421052631578947
2015-16,2015-12-19 00:00:00+00:00,West Brom,Bournemouth,A,0.25,0.33695652173913043,0.25,0.25,0,2,1.0543478260869565,1.25,-0.3695652173913043,-0.6875,3.5,4.1875,3.25,2.3125,4.608695652173913,6.375,0.043478260869565216,0.0,1.7934782608695652,1.6875,2.0,1.0,0.2894736842105263,0.0
2015-16,2015-12-20 00:00:00+00:00,Swansea,West Ham,D,0.32608695652173914,0.2391304347826087,0.31521739130434784,0.2608695652173913,-3,0,1.25,1.184782608695652,-0.13043478260869565,-0.10869565217391304,4.054347826086956,3.739130434782609,3.108695652173913,3.7065217391304346,4.728260869565218,5.630434782608695,0.08695652173913043,0.11956521739130435,1.423913043478261,1.565217391304348,2.5,4.5,0.4210526315789473,0.3157894736842105
2015-16,2015-12-20 00:00:00+00:00,Watford,Liverpool,H,0.4375,0.25,0.5434782608695652,0.21739130434782608,3,0,1.125,1.8804347826086956,0.125,0.6086956521739131,3.8125,5.760869565217392,2.9375,2.402173913043478,4.0625,5.858695652173913,0.0625,0.05434782608695652,1.6875,1.6630434782608696,1.5,1.5,0.0,0.4736842105263157
2015-16,2015-12-21 00:00:00+00:00,Arsenal,Man City,H,0.6086956521739131,0.20652173913043478,0.6630434782608695,0.15217391304347827,2,1,1.826086956521739,2.358695652173913,0.8478260869565217,1.358695652173913,5.793478260869565,6.195652173913044,2.782608695652174,2.3369565217391304,6.130434782608695,7.293478260869565,0.08695652173913043,0.03260869565217391,1.4782608695652173,1.9456521739130435,3.5,3.5,0.5789473684210527,0.631578947368421
2015-16,2015-12-26 00:00:00+00:00,Aston Villa,West Ham,D,0.22580645161290322,0.21505376344086022,0.3118279569892473,0.26881720430107525,0,0,0.9032258064516129,1.1720430107526882,-0.6989247311827957,-0.10752688172043011,3.3548387096774195,3.7204301075268815,2.967741935483871,3.6881720430107525,4.397849462365591,5.666666666666667,0.07526881720430108,0.11827956989247312,1.924731182795699,1.5591397849462365,2.5,2.5,0.2631578947368421,0.3157894736842105
2015-16,2015-12-26 00:00:00+00:00,Bournemouth,Crystal Palace,D,0.29411764705882354,0.23529411764705882,0.3763440860215054,0.1827956989247312,3,2,1.2941176470588236,1.10752688172043,-0.5882352941176471,-0.12903225806451613,4.352941176470588,3.913978494623656,2.235294117647059,2.956989247311828,6.470588235294118,5.118279569892473,0.0,0.07526881720430108,1.6470588235294117,1.5806451612903225,1.0,2.0,0.0,0.3421052631578947
2015-16,2015-12-26 00:00:00+00:00,Chelsea,Watford,D,0.6021505376344086,0.20430107526881722,0.47058823529411764,0.23529411764705882,1,4,1.7741935483870968,1.2352941176470589,0.8494623655913979,0.29411764705882354,5.516129032258065,3.8823529411764706,2.6559139784946235,3.0,6.150537634408602,4.235294117647059,0.10752688172043011,0.058823529411764705,1.7311827956989247,1.6470588235294117,2.5,0.5,0.6842105263157895,0.0
2015-16,2015-12-26 00:00:00+00:00,Liverpool,Leicester,H,0.5376344086021505,0.21505376344086022,0.4,0.23636363636363636,-1,3,1.8602150537634408,1.509090909090909,0.5698924731182796,0.07272727272727272,5.741935483870968,4.072727272727272,2.3978494623655915,3.036363636363636,5.89247311827957,5.236363636363636,0.053763440860215055,0.07272727272727272,1.6451612903225807,1.4363636363636363,4.5,0.5,0.4736842105263157,0.2894736842105263
2015-16,2015-12-26 00:00:00+00:00,Man City,Sunderland,H,0.6559139784946236,0.15053763440860216,0.21505376344086022,0.3010752688172043,-1,-3,2.3440860215053765,0.967741935483871,1.3333333333333333,-0.6021505376344086,6.193548387096774,3.4838709677419355,2.3440860215053765,3.935483870967742,7.301075268817204,4.741935483870968,0.03225806451612903,0.11827956989247312,1.946236559139785,2.10752688172043,4.5,1.5,0.631578947368421,0.1842105263157894
2015-16,2015-12-26 00:00:00+00:00,Newcastle,Everton,A,0.3118279569892473,0.1935483870967742,0.40860215053763443,0.3010752688172043,0,-1,1.096774193548387,1.5053763440860215,-0.5591397849462365,0.2903225806451613,4.129032258064516,4.731182795698925,2.956989247311828,2.752688172043011,5.225806451612903,5.881720430107527,0.17204301075268819,0.053763440860215055,1.6236559139784945,1.5483870967741935,1.0,5.0,0.2631578947368421,0.3157894736842105
2015-16,2015-12-26 00:00:00+00:00,Southampton,Arsenal,H,0.40860215053763443,0.24731182795698925,0.6129032258064516,0.20430107526881722,-2,3,1.3870967741935485,1.8279569892473118,0.3118279569892473,0.8494623655913979,4.612903225806452,5.78494623655914,2.193548387096774,2.806451612903226,5.602150537634409,6.10752688172043,0.053763440860215055,0.08602150537634409,1.5806451612903225,1.4623655913978495,3.0,4.0,0.4736842105263157,0.5789473684210527
2015-16,2015-12-26 00:00:00+00:00,Stoke,Man United,H,0.3655913978494624,0.26881720430107525,0.5053763440860215,0.23655913978494625,-1,-2,1.1505376344086022,1.5913978494623655,-0.06451612903225806,0.5806451612903226,3.5806451612903225,4.526881720430108,3.150537634408602,2.6881720430107525,4.526881720430108,5.655913978494624,0.0967741935483871,0.08602150537634409,1.935483870967742,1.6666666666666667,3.5,3.5,0.3947368421052631,0.5263157894736842
2015-16,2015-12-26 00:00:00+00:00,Swansea,West Brom,H,0.3225806451612903,0.24731182795698925,0.24731182795698925,0.3333333333333333,0,-1,1.2365591397849462,1.053763440860215,-0.12903225806451613,-0.3763440860215054,4.032258064516129,3.4838709677419355,3.096774193548387,3.2688172043010755,4.763440860215054,4.602150537634409,0.08602150537634409,0.06451612903225806,1.4086021505376345,1.7956989247311828,5.0,2.0,0.4210526315789473,0.2894736842105263
2015-16,2015-12-26 00:00:00+00:00,Tottenham,Norwich,H,0.5053763440860215,0.22580645161290322,0.21818181818181817,0.2545454545454545,1,1,1.5161290322580645,0.8727272727272727,0.24731182795698925,-0.7818181818181819,5.043010752688172,3.8,2.89247311827957,3.2181818181818183,5.924731182795699,5.218181818181818,0.08602150537634409,0.07272727272727272,1.967741935483871,1.6181818181818182,2.0,1.0,0.5,0.0
2015-16,2015-12-28 00:00:00+00:00,Arsenal,Bournemouth,H,0.6063829787234043,0.20212765957446807,0.2777777777777778,0.2777777777777778,-1,0,1.8085106382978724,1.2222222222222223,0.7978723404255319,-0.5555555555555556,5.76595744680851,4.333333333333333,2.7872340425531914,2.111111111111111,6.085106382978723,6.555555555555555,0.0851063829787234,0.0,1.446808510638298,1.6111111111111112,3.0,0.0,0.5789473684210527,0.0
2015-16,2015-12-28 00:00:00+00:00,Crystal Palace,Swansea,D,0.3723404255319149,0.19148936170212766,0.32978723404255317,0.24468085106382978,0,1,1.0957446808510638,1.2340425531914894,-0.1276595744680851,-0.11702127659574468,3.872340425531915,4.01063829787234,2.9680851063829787,3.095744680851064,5.159574468085107,4.712765957446808,0.07446808510638298,0.0851063829787234,1.5638297872340425,1.4042553191489362,2.5,4.5,0.3421052631578947,0.4210526315789473
2015-16,2015-12-28 00:00:00+00:00,Everton,Stoke,A,0.4148936170212766,0.2978723404255319,0.3723404255319149,0.26595744680851063,1,1,1.5,1.1595744680851063,0.2978723404255319,-0.0425531914893617,4.75531914893617,3.574468085106383,2.734042553191489,3.1808510638297873,5.8936170212765955,4.48936170212766,0.05319148936170213,0.09574468085106383,1.553191489361702,1.925531914893617,3.5,3.5,0.3157894736842105,0.3947368421052631
2015-16,2015-12-28 00:00:00+00:00,Man United,Chelsea,D,0.5,0.23404255319148937,0.5957446808510638,0.2127659574468085,-3,0,1.574468085106383,1.7765957446808511,0.5531914893617021,0.8404255319148937,4.542553191489362,5.4787234042553195,2.6702127659574466,2.6382978723404253,5.723404255319149,6.180851063829787,0.0851063829787234,0.10638297872340426,1.6702127659574468,1.7234042553191489,3.5,3.5,0.5263157894736842,0.6842105263157895
2015-16,2015-12-28 00:00:00+00:00,Norwich,Aston Villa,H,0.21428571428571427,0.25,0.22340425531914893,0.22340425531914893,-1,0,0.8571428571428571,0.9042553191489362,-0.8214285714285714,-0.6914893617021277,3.7857142857142856,3.404255319148936,3.2857142857142856,2.9680851063829787,5.196428571428571,4.446808510638298,0.07142857142857142,0.07446808510638298,1.625,1.9361702127659575,1.0,2.0,0.0,0.2631578947368421
2015-16,2015-12-28 00:00:00+00:00,Watford,Tottenham,A,0.4444444444444444,0.2777777777777778,0.5106382978723404,0.22340425531914893,0,2,1.2777777777777777,1.5319148936170213,0.2777777777777778,0.2765957446808511,3.8333333333333335,5.095744680851064,2.8333333333333335,2.893617021276596,4.222222222222222,5.957446808510638,0.05555555555555555,0.0851063829787234,1.7777777777777777,1.9574468085106382,0.5,2.5,0.0,0.5
2015-16,2015-12-28 00:00:00+00:00,West Brom,Newcastle,H,0.24468085106382978,0.32978723404255317,0.30851063829787234,0.19148936170212766,-2,-1,1.0425531914893618,1.0851063829787233,-0.3829787234042553,-0.5638297872340425,3.478723404255319,4.095744680851064,3.24468085106383,2.9893617021276597,4.627659574468085,5.180851063829787,0.06382978723404255,0.1702127659574468,1.8085106382978724,1.627659574468085,3.0,3.0,0.2894736842105263,0.2631578947368421
2015-16,2015-12-28 00:00:00+00:00,West Ham,Southampton,H,0.30851063829787234,0.2765957446808511,0.4148936170212766,0.24468085106382978,0,1,1.1702127659574468,1.4148936170212767,-0.10638297872340426,0.35106382978723405,3.723404255319149,4.617021276595745,3.723404255319149,2.2127659574468086,5.670212765957447,5.574468085106383,0.11702127659574468,0.05319148936170213,1.574468085106383,1.574468085106383,4.0,3.0,0.3157894736842105,0.4736842105263157
2015-16,2015-12-29 00:00:00+00:00,Leicester,Man City,D,0.39285714285714285,0.23214285714285715,0.6595744680851063,0.14893617021276595,-1,1,1.4821428571428572,2.3617021276595747,0.05357142857142857,1.351063829787234,4.053571428571429,6.223404255319149,3.0357142857142856,2.3404255319148937,5.25,7.276595744680851,0.07142857142857142,0.031914893617021274,1.4285714285714286,1.9361702127659575,1.5,3.5,0.2894736842105263,0.631578947368421
2015-16,2015-12-30 00:00:00+00:00,Sunderland,Liverpool,A,0.2127659574468085,0.2978723404255319,0.5425531914893617,0.2127659574468085,-4,1,0.9680851063829787,1.851063829787234,-0.6276595744680851,0.574468085106383,3.478723404255319,5.723404255319149,3.9468085106382977,2.404255319148936,4.702127659574468,5.904255319148936,0.11702127659574468,0.05319148936170213,2.095744680851064,1.648936170212766,1.0,5.0,0.1842105263157894,0.4736842105263157
2015-16,2016-01-02 00:00:00+00:00,Arsenal,Newcastle,H,0.6105263157894737,0.2,0.30526315789473685,0.18947368421052632,1,-2,1.8105263157894738,1.0736842105263158,0.8105263157894737,-0.5684210526315789,5.768421052631579,4.073684210526316,2.789473684210526,3.0,6.11578947368421,5.189473684210526,0.08421052631578947,0.16842105263157894,1.4526315789473685,1.6105263157894736,7.0,0.0,0.5789473684210527,0.2631578947368421
2015-16,2016-01-02 00:00:00+00:00,Leicester,Bournemouth,D,0.38596491228070173,0.24561403508771928,0.2631578947368421,0.2631578947368421,0,-1,1.456140350877193,1.1578947368421053,0.05263157894736842,-0.631578947368421,4.052631578947368,4.2631578947368425,3.0701754385964914,2.210526315789474,5.175438596491228,6.368421052631579,0.07017543859649122,0.0,1.4210526315789473,1.5263157894736843,2.0,2.0,0.2894736842105263,0.0
2015-16,2016-01-02 00:00:00+00:00,Man United,Swansea,H,0.49473684210526314,0.24210526315789474,0.3263157894736842,0.25263157894736843,0,0,1.5578947368421052,1.2210526315789474,0.5473684210526316,-0.11578947368421053,4.515789473684211,4.0,2.6736842105263157,3.0842105263157893,5.71578947368421,4.705263157894737,0.08421052631578947,0.08421052631578947,1.694736842105263,1.4105263157894736,4.5,3.5,0.5263157894736842,0.4210526315789473
2015-16,2016-01-02 00:00:00+00:00,Norwich,Southampton,H,0.22807017543859648,0.24561403508771928,0.4105263157894737,0.24210526315789474,1,-1,0.8771929824561403,1.4105263157894736,-0.7719298245614035,0.3368421052631579,3.789473684210526,4.610526315789474,3.280701754385965,2.221052631578947,5.157894736842105,5.589473684210526,0.07017543859649122,0.05263157894736842,1.631578947368421,1.5894736842105264,2.0,2.0,0.0,0.4736842105263157
2015-16,2016-01-02 00:00:00+00:00,Sunderland,Aston Villa,H,0.21052631578947367,0.29473684210526313,0.22105263157894736,0.22105263157894736,-5,-1,0.9578947368421052,0.8947368421052632,-0.631578947368421,-0.7052631578947368,3.473684210526316,3.4,3.957894736842105,2.957894736842105,4.71578947368421,4.473684210526316,0.11578947368421053,0.07368421052631578,2.0842105263157893,1.9684210526315788,2.5,3.5,0.1842105263157894,0.2631578947368421
2015-16,2016-01-02 00:00:00+00:00,Watford,Man City,A,0.42105263157894735,0.2631578947368421,0.6526315789473685,0.15789473684210525,-1,0,1.263157894736842,2.336842105263158,0.21052631578947367,1.3368421052631578,3.6842105263157894,6.2105263157894735,2.736842105263158,2.357894736842105,4.2631578947368425,7.336842105263158,0.10526315789473684,0.031578947368421054,1.894736842105263,1.9473684210526316,0.0,4.0,0.0,0.631578947368421
2015-16,2016-01-02 00:00:00+00:00,West Brom,Stoke,H,0.25263157894736843,0.3263157894736842,0.37894736842105264,0.2631578947368421,1,2,1.0421052631578946,1.1894736842105262,-0.3684210526315789,-0.031578947368421054,3.4947368421052634,3.5894736842105264,3.231578947368421,3.1473684210526316,4.768421052631579,4.463157894736842,0.06315789473684211,0.09473684210526316,1.7894736842105263,1.9157894736842105,5.0,3.0,0.2894736842105263,0.3947368421052631
2015-16,2016-01-02 00:00:00+00:00,West Ham,Liverpool,H,0.3157894736842105,0.2736842105263158,0.5473684210526316,0.21052631578947367,1,2,1.1789473684210525,1.8421052631578947,-0.09473684210526316,0.5789473684210527,3.736842105263158,5.726315789473684,3.7157894736842105,2.4105263157894736,5.652631578947369,5.88421052631579,0.11578947368421053,0.05263157894736842,1.568421052631579,1.6631578947368422,3.0,5.0,0.3157894736842105,0.4736842105263157
2015-16,2016-01-03 00:00:00+00:00,Crystal Palace,Chelsea,A,0.3684210526315789,0.2,0.5894736842105263,0.22105263157894736,0,0,1.0842105263157895,1.7578947368421052,-0.12631578947368421,0.8315789473684211,3.8526315789473684,5.4526315789473685,2.968421052631579,2.6315789473684212,5.178947368421053,6.147368421052631,0.07368421052631578,0.10526315789473684,1.5789473684210527,1.7263157894736842,3.0,5.0,0.3421052631578947,0.6842105263157895
2015-16,2016-01-03 00:00:00+00:00,Everton,Tottenham,D,0.4105263157894737,0.29473684210526313,0.5157894736842106,0.22105263157894736,-1,3,1.5157894736842106,1.5368421052631578,0.28421052631578947,0.28421052631578947,4.7368421052631575,5.073684210526316,2.7157894736842105,2.863157894736842,5.894736842105263,5.926315789473684,0.05263157894736842,0.08421052631578947,1.5578947368421052,1.9578947368421054,2.0,6.0,0.3157894736842105,0.5
2015-16,2016-01-12 00:00:00+00:00,Aston Villa,Crystal Palace,H,0.21875,0.21875,0.3645833333333333,0.19791666666666666,-2,-1,0.8958333333333334,1.0729166666666667,-0.71875,-0.15625,3.3958333333333335,3.8541666666666665,2.9583333333333335,2.9479166666666665,4.458333333333333,5.177083333333333,0.07291666666666667,0.07291666666666667,1.9895833333333333,1.59375,2.5,3.5,0.2631578947368421,0.3421052631578947
2015-16,2016-01-12 00:00:00+00:00,Bournemouth,West Ham,A,0.25,0.3,0.3229166666666667,0.2708333333333333,0,2,1.1,1.1875,-0.6,-0.07291666666666667,4.05,3.8020833333333335,2.2,3.6979166666666665,6.1,5.625,0.05,0.11458333333333333,1.5,1.5625,2.5,1.5,0.0,0.3157894736842105
2015-16,2016-01-12 00:00:00+00:00,Newcastle,Man United,D,0.3020833333333333,0.1875,0.5,0.23958333333333334,-3,1,1.0625,1.5625,-0.5729166666666666,0.5520833333333334,4.09375,4.53125,2.9895833333333335,2.6770833333333335,5.177083333333333,5.697916666666667,0.16666666666666666,0.08333333333333333,1.6145833333333333,1.6979166666666667,3.0,4.0,0.2631578947368421,0.5263157894736842
2015-16,2016-01-13 00:00:00+00:00,Chelsea,West Brom,D,0.59375,0.21875,0.2604166666666667,0.3229166666666667,1,2,1.7708333333333333,1.0520833333333333,0.8541666666666666,-0.3541666666666667,5.4375,3.5104166666666665,2.6458333333333335,3.21875,6.15625,4.760416666666667,0.10416666666666667,0.0625,1.7083333333333333,1.78125,5.5,2.5,0.6842105263157895,0.2894736842105263
2015-16,2016-01-13 00:00:00+00:00,Liverpool,Arsenal,D,0.5416666666666666,0.20833333333333334,0.6145833333333334,0.19791666666666666,-1,2,1.8229166666666667,1.8020833333333333,0.5520833333333334,0.8125,5.6875,5.739583333333333,2.46875,2.8229166666666665,5.916666666666667,6.125,0.052083333333333336,0.08333333333333333,1.65625,1.4583333333333333,4.5,3.5,0.4736842105263157,0.5789473684210527
2015-16,2016-01-13 00:00:00+00:00,Man City,Everton,D,0.65625,0.15625,0.40625,0.3020833333333333,1,0,2.3333333333333335,1.5104166666666667,1.3333333333333333,0.28125,6.197916666666667,4.71875,2.3541666666666665,2.71875,7.3125,5.875,0.03125,0.052083333333333336,1.9270833333333333,1.5520833333333333,6.0,2.0,0.631578947368421,0.3157894736842105
2015-16,2016-01-13 00:00:00+00:00,Southampton,Watford,H,0.40625,0.23958333333333334,0.4,0.25,-2,-2,1.3958333333333333,1.25,0.3229166666666667,0.15,4.604166666666667,3.65,2.1979166666666665,2.75,5.625,4.25,0.0625,0.1,1.5729166666666667,1.85,2.0,2.0,0.4736842105263157,0.0
2015-16,2016-01-13 00:00:00+00:00,Stoke,Norwich,H,0.375,0.2604166666666667,0.2413793103448276,0.2413793103448276,-1,2,1.1875,0.8793103448275862,-0.041666666666666664,-0.7413793103448276,3.5833333333333335,3.7413793103448274,3.1458333333333335,3.293103448275862,4.479166666666667,5.137931034482759,0.10416666666666667,0.06896551724137931,1.90625,1.6206896551724137,2.0,2.0,0.3947368421052631,0.0
2015-16,2016-01-13 00:00:00+00:00,Swansea,Sunderland,A,0.3229166666666667,0.25,0.21875,0.2916666666666667,-1,1,1.21875,0.9791666666666666,-0.125,-0.6041666666666666,4.0,3.5,3.09375,3.9375,4.677083333333333,4.697916666666667,0.08333333333333333,0.11458333333333333,1.40625,2.09375,4.5,2.5,0.4210526315789473,0.1842105263157894
2015-16,2016-01-13 00:00:00+00:00,Tottenham,Leicester,A,0.5104166666666666,0.22916666666666666,0.3793103448275862,0.25862068965517243,0,0,1.53125,1.4310344827586208,0.28125,0.05172413793103448,5.0625,4.017241379310345,2.8541666666666665,3.0172413793103448,5.90625,5.206896551724138,0.08333333333333333,0.06896551724137931,1.9583333333333333,1.4137931034482758,4.0,2.0,0.5,0.2894736842105263
2015-16,2016-01-16 00:00:00+00:00,Aston Villa,Leicester,D,0.2268041237113402,0.21649484536082475,0.3898305084745763,0.2542372881355932,1,1,0.8969072164948454,1.423728813559322,-0.7010309278350515,0.06779661016949153,3.3917525773195876,3.983050847457627,2.9381443298969074,3.0508474576271185,4.505154639175258,5.254237288135593,0.07216494845360824,0.06779661016949153,1.9896907216494846,1.3898305084745763,1.5,2.5,0.2631578947368421,0.2894736842105263
2015-16,2016-01-16 00:00:00+00:00,Bournemouth,Norwich,H,0.23809523809523808,0.2857142857142857,0.23728813559322035,0.23728813559322035,-1,-1,1.0952380952380953,0.8813559322033898,-0.6666666666666666,-0.7627118644067796,4.0476190476190474,3.711864406779661,2.1904761904761907,3.2542372881355934,6.0,5.101694915254237,0.047619047619047616,0.0847457627118644,1.4761904761904763,1.6101694915254237,1.0,1.0,0.0,0.0
2015-16,2016-01-16 00:00:00+00:00,Chelsea,Everton,D,0.5876288659793815,0.2268041237113402,0.4020618556701031,0.30927835051546393,0,0,1.7731958762886597,1.4948453608247423,0.845360824742268,0.27835051546391754,5.402061855670103,4.690721649484536,2.6597938144329896,2.7422680412371134,6.164948453608248,5.865979381443299,0.10309278350515463,0.05154639175257732,1.7216494845360826,1.5463917525773196,5.5,2.5,0.6842105263157895,0.3157894736842105
2015-16,2016-01-16 00:00:00+00:00,Man City,Crystal Palace,H,0.6494845360824743,0.16494845360824742,0.36082474226804123,0.1958762886597938,0,-2,2.3092783505154637,1.0618556701030928,1.3195876288659794,-0.16494845360824742,6.185567010309279,3.8247422680412373,2.350515463917526,2.9381443298969074,7.360824742268041,5.123711340206185,0.030927835051546393,0.07216494845360824,1.907216494845361,1.5876288659793814,7.0,1.0,0.631578947368421,0.3421052631578947
2015-16,2016-01-16 00:00:00+00:00,Newcastle,West Ham,H,0.29896907216494845,0.1958762886597938,0.32989690721649484,0.26804123711340205,0,3,1.0824742268041236,1.2061855670103092,-0.5670103092783505,-0.05154639175257732,4.11340206185567,3.814432989690722,2.9690721649484537,3.6907216494845363,5.175257731958763,5.639175257731959,0.16494845360824742,0.1134020618556701,1.6082474226804124,1.556701030927835,4.5,2.5,0.2631578947368421,0.3157894736842105
2015-16,2016-01-16 00:00:00+00:00,Southampton,West Brom,H,0.41237113402061853,0.23711340206185566,0.25773195876288657,0.32989690721649484,1,0,1.402061855670103,1.0618556701030928,0.3402061855670103,-0.35051546391752575,4.628865979381444,3.536082474226804,2.185567010309278,3.185567010309278,5.649484536082475,4.783505154639175,0.061855670103092786,0.061855670103092786,1.5670103092783505,1.7938144329896908,5.0,3.0,0.4736842105263157,0.2894736842105263
2015-16,2016-01-16 00:00:00+00:00,Tottenham,Sunderland,H,0.5051546391752577,0.2268041237113402,0.2268041237113402,0.28865979381443296,-1,2,1.5154639175257731,1.0103092783505154,0.26804123711340205,-0.5773195876288659,5.061855670103093,3.515463917525773,2.8350515463917527,3.9278350515463916,6.010309278350515,4.711340206185567,0.08247422680412371,0.1134020618556701,1.9484536082474226,2.0721649484536084,6.5,0.5,0.5,0.1842105263157894
2015-16,2016-01-17 00:00:00+00:00,Liverpool,Man United,A,0.5360824742268041,0.21649484536082475,0.4948453608247423,0.24742268041237114,0,0,1.8350515463917525,1.577319587628866,0.5463917525773195,0.5463917525773195,5.690721649484536,4.525773195876289,2.463917525773196,2.6804123711340204,5.948453608247423,5.670103092783505,0.05154639175257732,0.08247422680412371,1.6597938144329898,1.711340206185567,3.0,5.0,0.4736842105263157,0.5263157894736842
2015-16,2016-01-17 00:00:00+00:00,Stoke,Arsenal,D,0.38144329896907214,0.25773195876288657,0.6082474226804123,0.20618556701030927,1,0,1.2061855670103092,1.8144329896907216,-0.020618556701030927,0.8041237113402062,3.5876288659793816,5.731958762886598,3.1237113402061856,2.8247422680412373,4.505154639175258,6.092783505154639,0.10309278350515463,0.08247422680412371,1.8865979381443299,1.443298969072165,3.5,4.5,0.3947368421052631,0.5789473684210527
2015-16,2016-01-18 00:00:00+00:00,Swansea,Watford,H,0.31958762886597936,0.24742268041237114,0.38095238095238093,0.23809523809523808,-2,-3,1.2268041237113403,1.1904761904761905,-0.14432989690721648,0.047619047619047616,4.010309278350515,3.5238095238095237,3.0721649484536084,2.857142857142857,4.711340206185567,4.095238095238095,0.09278350515463918,0.09523809523809523,1.4123711340206186,1.8571428571428572,1.5,2.5,0.4210526315789473,0.0
2015-16,2016-01-23 00:00:00+00:00,Crystal Palace,Tottenham,A,0.35714285714285715,0.19387755102040816,0.5102040816326531,0.22448979591836735,-3,1,1.0510204081632653,1.5408163265306123,-0.20408163265306123,0.29591836734693877,3.816326530612245,5.122448979591836,2.9081632653061225,2.816326530612245,5.13265306122449,6.061224489795919,0.07142857142857142,0.08163265306122448,1.5918367346938775,1.9285714285714286,1.5,6.5,0.3421052631578947,0.5
2015-16,2016-01-23 00:00:00+00:00,Leicester,Stoke,H,0.38333333333333336,0.26666666666666666,0.37755102040816324,0.2653061224489796,0,0,1.4166666666666667,1.1938775510204083,0.06666666666666667,-0.02040816326530612,4.0,3.6122448979591835,3.066666666666667,3.122448979591837,5.233333333333333,4.520408163265306,0.06666666666666667,0.10204081632653061,1.4,1.8673469387755102,4.0,2.0,0.2894736842105263,0.3947368421052631
2015-16,2016-01-23 00:00:00+00:00,Man United,Southampton,A,0.5,0.24489795918367346,0.41836734693877553,0.23469387755102042,1,2,1.5714285714285714,1.4183673469387754,0.5510204081632653,0.3673469387755102,4.489795918367347,4.63265306122449,2.693877551020408,2.163265306122449,5.653061224489796,5.6020408163265305,0.08163265306122448,0.061224489795918366,1.7142857142857142,1.5510204081632653,4.5,3.5,0.5263157894736842,0.4736842105263157
