Season,DateTime,HomeTeam,AwayTeam,FTR,HomeTeam_WinPercentage,HomeTeam_DrawPercentage,AwayTeam_WinPercentage,AwayTeam_DrawPercentage,HomeTeam_Streak,AwayTeam_Streak,HomeTeam_AvgGoal,AwayTeam_AvgGoal,HomeTeam_AvgGoalDiff,AwayTeam_AvgGoalDiff,HomeTeam_AvgShotOnTarget,AwayTeam_AvgShotOnTarget,HomeTeam_AvgShotBlock,AwayTeam_AvgShotBlock,HomeTeam_AvgCorners,AwayTeam_AvgCorners,HomeTeam_AvgRedCards,AwayTeam_AvgRedCards,HomeTeam_AvgYellowCards,AwayTeam_AvgYellowCards,HomeTeam_H2H_Wins,AwayTeam_H2H_Wins,HomeTeam_Last_Season,AwayTeam_Last_Season
2013-14,2014-02-08 00:00:00+00:00,Liverpool,Arsenal,H,0.5833333333333334,0.20833333333333334,0.7083333333333334,0.16666666666666666,0,1,2.4166666666666665,1.9583333333333333,1.2083333333333333,1.0833333333333333,6.541666666666667,5.583333333333333,2.9166666666666665,2.9583333333333335,6.041666666666667,5.666666666666667,0.0,0.125,1.375,1.4166666666666667,4.0,2.0,0.4210526315789473,0.5526315789473685
2013-14,2014-02-08 00:00:00+00:00,Norwich,Man City,D,0.25,0.25,0.7083333333333334,0.08333333333333333,-1,-1,0.7916666666666666,2.8333333333333335,-0.75,1.7083333333333333,3.7083333333333335,6.458333333333333,3.5416666666666665,2.5833333333333335,5.541666666666667,7.375,0.08333333333333333,0.0,1.4583333333333333,1.875,1.0,2.0,0.2631578947368421,0.6052631578947368
2013-14,2014-02-08 00:00:00+00:00,Southampton,Stoke,D,0.375,0.3333333333333333,0.25,0.2916666666666667,1,1,1.4166666666666667,1.0,0.2916666666666667,-0.5833333333333334,4.583333333333333,3.3333333333333335,2.2083333333333335,3.6666666666666665,5.708333333333333,4.458333333333333,0.0,0.125,1.7083333333333333,2.125,2.5,3.5,0.2368421052631578,0.2368421052631578
2013-14,2014-02-08 00:00:00+00:00,Sunderland,Hull,A,0.25,0.25,0.25,0.25,2,0,1.0416666666666667,0.9583333333333334,-0.4583333333333333,-0.2916666666666667,3.5,3.0,3.75,2.7083333333333335,5.0,4.333333333333333,0.20833333333333334,0.125,1.5416666666666667,1.5,1.0,3.0,0.2368421052631578,0.0
2013-14,2014-02-08 00:00:00+00:00,Swansea,Cardiff,H,0.25,0.25,0.20833333333333334,0.25,-1,1,1.2083333333333333,0.7916666666666666,-0.25,-0.9166666666666666,4.208333333333333,3.125,2.4583333333333335,4.166666666666667,6.416666666666667,4.75,0.041666666666666664,0.0,1.7083333333333333,1.2083333333333333,1.0,1.0,0.2894736842105263,0.0
2013-14,2014-02-09 00:00:00+00:00,Man United,Fulham,D,0.5,0.16666666666666666,0.25,0.041666666666666664,-1,-4,1.625,0.9166666666666666,0.4166666666666667,-1.2916666666666667,4.75,3.9583333333333335,2.7916666666666665,4.041666666666667,6.0,4.958333333333333,0.08333333333333333,0.0,1.9166666666666667,1.375,1.5,0.5,0.7368421052631579,0.2894736842105263
2013-14,2014-02-09 00:00:00+00:00,Tottenham,Everton,H,0.5416666666666666,0.20833333333333334,0.5,0.375,0,1,1.2916666666666667,1.5416666666666667,-0.041666666666666664,0.5,5.0,5.458333333333333,2.9583333333333335,2.75,6.541666666666667,6.375,0.08333333333333333,0.041666666666666664,1.7083333333333333,1.625,5.0,1.0,0.5526315789473685,0.4210526315789473
2013-14,2014-02-11 00:00:00+00:00,Cardiff,Aston Villa,D,0.2,0.24,0.28,0.24,-1,-2,0.76,1.08,-1.0,-0.36,3.04,3.6,4.12,2.76,4.6,4.2,0.0,0.0,1.2,2.12,0.5,1.5,0.0,0.2631578947368421
2013-14,2014-02-11 00:00:00+00:00,Hull,Southampton,A,0.28,0.24,0.36,0.36,1,0,1.0,1.44,-0.2,0.28,3.24,4.6,2.72,2.2,4.4,5.76,0.12,0.0,1.56,1.64,1.0,3.0,0.0,0.2368421052631578
2013-14,2014-02-11 00:00:00+00:00,West Brom,Chelsea,D,0.16,0.44,0.68,0.2,-1,2,1.16,1.88,-0.32,1.08,3.8,5.92,2.96,2.36,5.04,6.16,0.0,0.04,1.96,1.48,2.0,4.0,0.3684210526315789,0.5789473684210527
2013-14,2014-02-11 00:00:00+00:00,West Ham,Norwich,H,0.24,0.28,0.24,0.28,2,0,1.04,0.76,-0.28,-0.72,3.04,3.64,3.92,3.48,4.76,5.48,0.2,0.08,1.68,1.48,1.5,1.5,0.3157894736842105,0.2631578947368421
2013-14,2014-02-12 00:00:00+00:00,Arsenal,Man United,D,0.68,0.16,0.48,0.2,-1,0,1.92,1.64,0.88,0.4,5.6,4.92,3.12,2.72,5.68,6.16,0.12,0.08,1.44,1.84,2.5,3.5,0.5526315789473685,0.7368421052631579
2013-14,2014-02-12 00:00:00+00:00,Fulham,Liverpool,A,0.24,0.08,0.6,0.2,0,1,0.96,2.52,-1.24,1.32,3.92,6.76,4.16,3.0,4.8,6.04,0.0,0.0,1.32,1.36,0.0,2.0,0.2894736842105263,0.4210526315789473
2013-14,2014-02-12 00:00:00+00:00,Newcastle,Tottenham,A,0.44,0.16,0.56,0.2,-2,1,1.28,1.28,-0.08,0.0,5.24,4.88,3.04,2.96,4.64,6.64,0.16,0.08,1.48,1.68,2.0,3.0,0.2894736842105263,0.5526315789473685
2013-14,2014-02-12 00:00:00+00:00,Stoke,Swansea,D,0.24,0.32,0.28,0.24,0,1,1.04,1.28,-0.56,-0.12,3.36,4.28,3.64,2.4,4.44,6.36,0.12,0.04,2.2,1.68,4.5,1.5,0.2368421052631578,0.2894736842105263
2013-14,2014-02-22 00:00:00+00:00,Arsenal,Sunderland,H,0.6538461538461539,0.19230769230769232,0.24,0.24,0,-1,1.8461538461538463,1.0,0.8461538461538461,-0.52,5.576923076923077,3.48,3.076923076923077,3.88,5.653846153846154,4.88,0.11538461538461539,0.24,1.4230769230769231,1.52,4.5,0.5,0.5526315789473685,0.2368421052631578
2013-14,2014-02-22 00:00:00+00:00,Cardiff,Hull,A,0.19230769230769232,0.2692307692307692,0.2692307692307692,0.23076923076923078,0,-1,0.7307692307692307,0.9615384615384616,-0.9615384615384616,-0.23076923076923078,3.0384615384615383,3.269230769230769,4.1923076923076925,2.8461538461538463,4.6923076923076925,4.3076923076923075,0.0,0.11538461538461539,1.1538461538461537,1.5,0.5,1.5,0.0,0.0
2013-14,2014-02-22 00:00:00+00:00,Chelsea,Everton,H,0.6538461538461539,0.23076923076923078,0.48,0.36,0,-1,1.8461538461538463,1.48,1.0384615384615385,0.44,5.846153846153846,5.36,2.269230769230769,2.68,6.230769230769231,6.4,0.038461538461538464,0.04,1.5769230769230769,1.56,4.5,1.5,0.5789473684210527,0.4210526315789473
2013-14,2014-02-22 00:00:00+00:00,Crystal Palace,Man United,A,0.32,0.08,0.46153846153846156,0.23076923076923078,1,0,0.72,1.5769230769230769,-0.64,0.38461538461538464,3.56,4.8076923076923075,2.88,2.8076923076923075,4.44,6.115384615384615,0.08,0.07692307692307693,1.2,1.8461538461538463,0.5,5.5,0.0,0.7368421052631579
2013-14,2014-02-22 00:00:00+00:00,Man City,Stoke,H,0.68,0.12,0.23076923076923078,0.34615384615384615,0,0,2.72,1.0384615384615385,1.64,-0.5384615384615384,6.28,3.3846153846153846,2.56,3.576923076923077,7.64,4.346153846153846,0.0,0.11538461538461539,1.84,2.1923076923076925,4.0,2.0,0.6052631578947368,0.2368421052631578
2013-14,2014-02-22 00:00:00+00:00,West Brom,Fulham,D,0.15384615384615385,0.46153846153846156,0.23076923076923078,0.07692307692307693,0,-1,1.1538461538461537,1.0,-0.3076923076923077,-1.2307692307692308,3.6923076923076925,3.8846153846153846,2.9615384615384617,4.153846153846154,5.038461538461538,4.884615384615385,0.0,0.0,2.0,1.4230769230769231,1.0,1.0,0.3684210526315789,0.2894736842105263
2013-14,2014-02-22 00:00:00+00:00,West Ham,Southampton,H,0.2692307692307692,0.2692307692307692,0.38461538461538464,0.34615384615384615,3,1,1.0769230769230769,1.4230769230769231,-0.19230769230769232,0.3076923076923077,3.1923076923076925,4.6923076923076925,4.0,2.269230769230769,4.769230769230769,5.615384615384615,0.19230769230769232,0.0,1.6538461538461537,1.6923076923076923,3.5,2.5,0.3157894736842105,0.2368421052631578
2013-14,2014-02-23 00:00:00+00:00,Liverpool,Swansea,H,0.6153846153846154,0.19230769230769232,0.2692307692307692,0.2692307692307692,2,0,2.5384615384615383,1.2692307692307692,1.3076923076923077,-0.11538461538461539,6.769230769230769,4.230769230769231,2.923076923076923,2.423076923076923,6.0,6.3076923076923075,0.0,0.038461538461538464,1.4230769230769231,1.6923076923076923,4.5,1.5,0.4210526315789473,0.2894736842105263
2013-14,2014-02-23 00:00:00+00:00,Newcastle,Aston Villa,H,0.4230769230769231,0.15384615384615385,0.2692307692307692,0.2692307692307692,-3,0,1.2307692307692308,1.0384615384615385,-0.23076923076923078,-0.34615384615384615,5.230769230769231,3.6923076923076925,3.076923076923077,2.769230769230769,4.769230769230769,4.384615384615385,0.15384615384615385,0.0,1.4230769230769231,2.0384615384615383,3.5,0.5,0.2894736842105263,0.2631578947368421
2013-14,2014-02-23 00:00:00+00:00,Norwich,Tottenham,H,0.23076923076923078,0.2692307692307692,0.5769230769230769,0.19230769230769232,-1,2,0.7307692307692307,1.3846153846153846,-0.7692307692307693,0.15384615384615385,3.730769230769231,5.0,3.5384615384615383,3.0384615384615383,5.461538461538462,6.615384615384615,0.07692307692307693,0.07692307692307693,1.5384615384615385,1.6153846153846154,1.0,2.0,0.2631578947368421,0.5526315789473685
2013-14,2014-03-01 00:00:00+00:00,Everton,West Ham,H,0.46153846153846156,0.34615384615384615,0.2962962962962963,0.25925925925925924,-2,4,1.4230769230769231,1.1481481481481481,0.38461538461538464,-0.1111111111111111,5.230769230769231,3.259259259259259,2.8461538461538463,4.0,6.461538461538462,4.777777777777778,0.038461538461538464,0.18518518518518517,1.5769230769230769,1.5925925925925926,5.0,1.0,0.4210526315789473,0.3157894736842105
2013-14,2014-03-01 00:00:00+00:00,Fulham,Chelsea,A,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.2222222222222222,0,1,1.0,1.8148148148148149,-1.1851851851851851,1.037037037037037,3.8518518518518516,5.925925925925926,4.148148148148148,2.259259259259259,4.777777777777778,6.296296296296297,0.0,0.037037037037037035,1.4814814814814814,1.5555555555555556,0.0,2.0,0.2894736842105263,0.5789473684210527
2013-14,2014-03-01 00:00:00+00:00,Hull,Newcastle,A,0.2962962962962963,0.2222222222222222,0.4444444444444444,0.14814814814814814,1,1,1.0740740740740742,1.2222222222222223,-0.07407407407407407,-0.18518518518518517,3.3703703703703702,5.222222222222222,2.925925925925926,3.037037037037037,4.222222222222222,4.962962962962963,0.1111111111111111,0.14814814814814814,1.4814814814814814,1.4444444444444444,1.0,2.0,0.0,0.2894736842105263
2013-14,2014-03-01 00:00:00+00:00,Southampton,Liverpool,A,0.37037037037037035,0.3333333333333333,0.6296296296296297,0.18518518518518517,-1,3,1.4074074074074074,2.5925925925925926,0.2222222222222222,1.2962962962962963,4.703703703703703,6.888888888888889,2.259259259259259,2.888888888888889,5.814814814814815,5.888888888888889,0.0,0.0,1.6666666666666667,1.4074074074074074,2.5,3.5,0.2368421052631578,0.4210526315789473
2013-14,2014-03-01 00:00:00+00:00,Stoke,Arsenal,H,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.18518518518518517,-1,1,1.0,1.9259259259259258,-0.5555555555555556,0.9259259259259259,3.3333333333333335,5.703703703703703,3.6666666666666665,3.037037037037037,4.296296296296297,5.703703703703703,0.1111111111111111,0.1111111111111111,2.1481481481481484,1.3703703703703705,3.5,2.5,0.2368421052631578,0.5526315789473685
2013-14,2014-03-02 00:00:00+00:00,Aston Villa,Norwich,H,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.25925925925925924,-1,1,1.0,0.7407407407407407,-0.37037037037037035,-0.7037037037037037,3.6296296296296298,3.7037037037037037,2.814814814814815,3.4814814814814814,4.2592592592592595,5.444444444444445,0.0,0.07407407407407407,2.037037037037037,1.5185185185185186,3.0,0.0,0.2631578947368421,0.2631578947368421
2013-14,2014-03-02 00:00:00+00:00,Swansea,Crystal Palace,D,0.25925925925925924,0.25925925925925924,0.3076923076923077,0.07692307692307693,-1,-1,1.3333333333333333,0.6923076923076923,-0.14814814814814814,-0.6923076923076923,4.2592592592592595,3.6538461538461537,2.5555555555555554,2.8846153846153846,6.2592592592592595,4.5,0.037037037037037035,0.07692307692307693,1.6296296296296295,1.1538461538461537,4.0,2.0,0.2894736842105263,0.0
2013-14,2014-03-02 00:00:00+00:00,Tottenham,Cardiff,H,0.5555555555555556,0.18518518518518517,0.18518518518518517,0.25925925925925924,-1,-1,1.3333333333333333,0.7037037037037037,0.1111111111111111,-1.0740740740740742,4.888888888888889,3.111111111111111,3.0,4.111111111111111,6.481481481481482,4.851851851851852,0.07407407407407407,0.0,1.6666666666666667,1.1481481481481481,2.0,0.0,0.5526315789473685,0.0
2013-14,2014-03-08 00:00:00+00:00,Cardiff,Fulham,H,0.17857142857142858,0.25,0.21428571428571427,0.10714285714285714,-2,-1,0.6785714285714286,1.0,-1.0714285714285714,-1.2142857142857142,3.0714285714285716,3.8214285714285716,4.142857142857143,4.178571428571429,4.928571428571429,4.785714285714286,0.0,0.0,1.2142857142857142,1.5,2.0,0.0,0.0,0.2894736842105263
2013-14,2014-03-08 00:00:00+00:00,Chelsea,Tottenham,H,0.6785714285714286,0.21428571428571427,0.5714285714285714,0.17857142857142858,2,1,1.8571428571428572,1.3214285714285714,1.0714285714285714,0.14285714285714285,6.0,4.928571428571429,2.25,2.9642857142857144,6.214285714285714,6.392857142857143,0.03571428571428571,0.07142857142857142,1.5357142857142858,1.6428571428571428,4.0,2.0,0.5789473684210527,0.5526315789473685
2013-14,2014-03-08 00:00:00+00:00,Crystal Palace,Southampton,A,0.2962962962962963,0.1111111111111111,0.35714285714285715,0.32142857142857145,0,-2,0.7037037037037037,1.3571428571428572,-0.6666666666666666,0.10714285714285714,3.6666666666666665,4.607142857142857,2.925925925925926,2.25,4.481481481481482,5.714285714285714,0.07407407407407407,0.0,1.2592592592592593,1.6428571428571428,2.0,4.0,0.0,0.2368421052631578
2013-14,2014-03-08 00:00:00+00:00,Norwich,Stoke,D,0.25,0.25,0.25,0.32142857142857145,-1,1,0.75,1.0,-0.7857142857142857,-0.5,3.7142857142857144,3.357142857142857,3.357142857142857,3.607142857142857,5.321428571428571,4.25,0.07142857142857142,0.10714285714285714,1.5714285714285714,2.1785714285714284,2.0,1.0,0.2631578947368421,0.2368421052631578
2013-14,2014-03-08 00:00:00+00:00,West Brom,Man United,A,0.14814814814814814,0.48148148148148145,0.48148148148148145,0.2222222222222222,0,1,1.1481481481481481,1.5925925925925926,-0.2962962962962963,0.4444444444444444,3.740740740740741,4.814814814814815,2.925925925925926,2.925925925925926,5.148148148148148,6.037037037037037,0.0,0.07407407407407407,2.037037037037037,1.8518518518518519,2.5,3.5,0.3684210526315789,0.7368421052631579
2013-14,2014-03-15 00:00:00+00:00,Aston Villa,Chelsea,H,0.2857142857142857,0.25,0.6896551724137931,0.20689655172413793,1,3,1.1071428571428572,1.9310344827586208,-0.25,1.1724137931034482,3.642857142857143,5.931034482758621,2.8214285714285716,2.2413793103448274,4.321428571428571,6.172413793103448,0.0,0.034482758620689655,1.9642857142857142,1.5517241379310345,1.0,3.0,0.2631578947368421,0.5789473684210527
2013-14,2014-03-15 00:00:00+00:00,Everton,Cardiff,H,0.48148148148148145,0.3333333333333333,0.20689655172413793,0.2413793103448276,1,1,1.4074074074074074,0.7586206896551724,0.4074074074074074,-0.9655172413793104,5.148148148148148,3.2758620689655173,2.7777777777777777,4.172413793103448,6.62962962962963,5.0,0.037037037037037035,0.0,1.5555555555555556,1.206896551724138,1.5,0.5,0.4210526315789473,0.0
2013-14,2014-03-15 00:00:00+00:00,Fulham,Newcastle,H,0.20689655172413793,0.10344827586206896,0.4642857142857143,0.14285714285714285,-2,2,1.0,1.3214285714285714,-1.2413793103448276,-0.07142857142857142,3.896551724137931,5.285714285714286,4.241379310344827,3.0,4.827586206896552,4.892857142857143,0.0,0.14285714285714285,1.4482758620689655,1.4642857142857142,1.0,1.0,0.2894736842105263,0.2894736842105263
2013-14,2014-03-15 00:00:00+00:00,Hull,Man City,A,0.2857142857142857,0.21428571428571427,0.6923076923076923,0.11538461538461539,-1,1,1.0714285714285714,2.6538461538461537,-0.17857142857142858,1.6153846153846154,3.357142857142857,6.3076923076923075,2.9285714285714284,2.5384615384615383,4.285714285714286,7.653846153846154,0.10714285714285714,0.0,1.5357142857142858,1.8846153846153846,0.0,4.0,0.0,0.6052631578947368
2013-14,2014-03-15 00:00:00+00:00,Southampton,Norwich,H,0.3793103448275862,0.3103448275862069,0.2413793103448276,0.27586206896551724,1,0,1.3448275862068966,0.7586206896551724,0.13793103448275862,-0.7586206896551724,4.551724137931035,3.7586206896551726,2.206896551724138,3.310344827586207,5.620689655172414,5.241379310344827,0.0,0.06896551724137931,1.7586206896551724,1.5172413793103448,2.0,1.0,0.2368421052631578,0.2631578947368421
2013-14,2014-03-15 00:00:00+00:00,Stoke,West Ham,H,0.2413793103448276,0.3448275862068966,0.2857142857142857,0.25,0,-1,1.0,1.1071428571428572,-0.4827586206896552,-0.14285714285714285,3.3448275862068964,3.1785714285714284,3.6206896551724137,3.9285714285714284,4.137931034482759,4.785714285714286,0.13793103448275862,0.17857142857142858,2.1724137931034484,1.5714285714285714,4.0,2.0,0.2368421052631578,0.3157894736842105
2013-14,2014-03-15 00:00:00+00:00,Sunderland,Crystal Palace,D,0.23076923076923078,0.23076923076923078,0.2857142857142857,0.10714285714285714,-2,-1,1.0,0.6785714285714286,-0.6153846153846154,-0.6785714285714286,3.4615384615384617,3.5714285714285716,3.923076923076923,2.892857142857143,4.8076923076923075,4.607142857142857,0.23076923076923078,0.07142857142857142,1.5,1.25,1.0,4.0,0.2368421052631578,0.0
2013-14,2014-03-15 00:00:00+00:00,Swansea,West Brom,A,0.25,0.2857142857142857,0.14285714285714285,0.4642857142857143,0,-1,1.3214285714285714,1.1071428571428572,-0.14285714285714285,-0.39285714285714285,4.285714285714286,3.7142857142857144,2.5714285714285716,2.892857142857143,6.071428571428571,5.071428571428571,0.07142857142857142,0.0,1.6071428571428572,2.0,5.0,1.0,0.2894736842105263,0.3684210526315789
2013-14,2014-03-16 00:00:00+00:00,Man United,Liverpool,A,0.5,0.21428571428571427,0.6428571428571429,0.17857142857142858,2,4,1.6428571428571428,2.607142857142857,0.5357142857142857,1.3571428571428572,4.821428571428571,6.821428571428571,2.9285714285714284,2.857142857142857,6.0,5.892857142857143,0.07142857142857142,0.0,1.8571428571428572,1.4285714285714286,3.5,2.5,0.7368421052631579,0.4210526315789473
2013-14,2014-03-16 00:00:00+00:00,Tottenham,Arsenal,A,0.5517241379310345,0.1724137931034483,0.6428571428571429,0.17857142857142858,-1,-1,1.2758620689655173,1.8571428571428572,0.0,0.8571428571428571,4.827586206896552,5.571428571428571,2.8620689655172415,3.0357142857142856,6.310344827586207,5.642857142857143,0.10344827586206896,0.10714285714285714,1.6896551724137931,1.3571428571428572,3.5,2.5,0.5526315789473685,0.5526315789473685
2013-14,2014-03-22 00:00:00+00:00,Cardiff,Liverpool,A,0.2,0.23333333333333334,0.6551724137931034,0.1724137931034483,-1,5,0.7666666666666667,2.6206896551724137,-0.9666666666666667,1.4137931034482758,3.2666666666666666,6.827586206896552,4.166666666666667,2.793103448275862,5.0,5.827586206896552,0.0,0.0,1.2666666666666666,1.5172413793103448,0.0,2.0,0.0,0.4210526315789473
2013-14,2014-03-22 00:00:00+00:00,Chelsea,Arsenal,H,0.6666666666666666,0.2,0.6551724137931034,0.1724137931034483,-1,1,1.8666666666666667,1.8275862068965518,1.1,0.8620689655172413,5.8,5.482758620689655,2.2666666666666666,3.0,6.133333333333334,5.517241379310345,0.1,0.10344827586206896,1.5,1.4137931034482758,5.0,1.0,0.5789473684210527,0.5526315789473685
2013-14,2014-03-22 00:00:00+00:00,Everton,Swansea,H,0.5,0.32142857142857145,0.2413793103448276,0.27586206896551724,2,-1,1.4285714285714286,1.3103448275862069,0.42857142857142855,-0.1724137931034483,5.178571428571429,4.275862068965517,2.75,2.5517241379310347,6.75,6.0,0.03571428571428571,0.06896551724137931,1.5357142857142858,1.5862068965517242,4.0,2.0,0.4210526315789473,0.2894736842105263
2013-14,2014-03-22 00:00:00+00:00,Hull,West Brom,H,0.27586206896551724,0.20689655172413793,0.1724137931034483,0.4482758620689655,-2,1,1.0344827586206897,1.1379310344827587,-0.2413793103448276,-0.3448275862068966,3.413793103448276,3.7241379310344827,2.8620689655172415,2.896551724137931,4.241379310344827,4.931034482758621,0.10344827586206896,0.0,1.5517241379310345,2.0344827586206895,2.5,1.5,0.0,0.3684210526315789
2013-14,2014-03-22 00:00:00+00:00,Man City,Fulham,H,0.7037037037037037,0.1111111111111111,0.23333333333333334,0.1,2,1,2.6296296296296298,1.0,1.6296296296296295,-1.1666666666666667,6.185185185185185,3.8666666666666667,2.6296296296296298,4.2,7.518518518518518,4.966666666666667,0.037037037037037035,0.0,1.8888888888888888,1.4333333333333333,2.0,0.0,0.6052631578947368,0.2894736842105263
2013-14,2014-03-22 00:00:00+00:00,Newcastle,Crystal Palace,H,0.4482758620689655,0.13793103448275862,0.27586206896551724,0.13793103448275862,-1,0,1.2758620689655173,0.6551724137931034,-0.10344827586206896,-0.6551724137931034,5.206896551724138,3.6206896551724137,2.9655172413793105,2.8620689655172415,4.9655172413793105,4.517241379310345,0.13793103448275862,0.06896551724137931,1.4137931034482758,1.3448275862068966,4.5,0.5,0.2894736842105263,0.0
2013-14,2014-03-22 00:00:00+00:00,Norwich,Sunderland,H,0.23333333333333334,0.26666666666666666,0.2222222222222222,0.25925925925925924,-1,0,0.8,0.9629629629629629,-0.8,-0.5925925925925926,3.7333333333333334,3.4074074074074074,3.2666666666666666,3.962962962962963,5.1,4.851851851851852,0.06666666666666667,0.2222222222222222,1.5333333333333334,1.5925925925925926,1.5,1.5,0.2631578947368421,0.2368421052631578
2013-14,2014-03-22 00:00:00+00:00,West Ham,Man United,A,0.27586206896551724,0.2413793103448276,0.4827586206896552,0.20689655172413793,-2,-1,1.103448275862069,1.5862068965517242,-0.20689655172413793,0.41379310344827586,3.1379310344827585,4.689655172413793,4.0,2.9655172413793105,4.758620689655173,5.896551724137931,0.1724137931034483,0.10344827586206896,1.5517241379310345,1.8275862068965518,2.0,4.0,0.3157894736842105,0.7368421052631579
2013-14,2014-03-23 00:00:00+00:00,Aston Villa,Stoke,A,0.3103448275862069,0.2413793103448276,0.26666666666666666,0.3333333333333333,2,1,1.103448275862069,1.0666666666666667,-0.20689655172413793,-0.4,3.6551724137931036,3.533333333333333,2.793103448275862,3.533333333333333,4.310344827586207,4.2,0.0,0.13333333333333333,2.0344827586206895,2.1333333333333333,0.0,4.0,0.2631578947368421,0.2368421052631578
2013-14,2014-03-23 00:00:00+00:00,Tottenham,Southampton,H,0.5333333333333333,0.16666666666666666,0.4,0.3,-2,2,1.2333333333333334,1.4333333333333333,-0.03333333333333333,0.2,4.733333333333333,4.6,2.8333333333333335,2.1666666666666665,6.266666666666667,5.633333333333334,0.1,0.0,1.8,1.7333333333333334,5.0,1.0,0.5526315789473685,0.2368421052631578
2013-14,2014-03-25 00:00:00+00:00,Arsenal,Swansea,D,0.6333333333333333,0.16666666666666666,0.23333333333333334,0.26666666666666666,-1,-2,1.7666666666666666,1.3333333333333333,0.6333333333333333,-0.2,5.466666666666667,4.366666666666666,3.066666666666667,2.566666666666667,5.366666666666666,6.2,0.13333333333333333,0.06666666666666667,1.4,1.5333333333333334,3.5,2.5,0.5526315789473685,0.2894736842105263
2013-14,2014-03-25 00:00:00+00:00,Man United,Man City,A,0.5,0.2,0.7142857142857143,0.10714285714285714,1,3,1.6,2.7142857142857144,0.4666666666666667,1.75,4.766666666666667,6.392857142857143,2.9,2.5357142857142856,5.933333333333334,7.714285714285714,0.1,0.03571428571428571,1.8,1.8214285714285714,1.5,4.5,0.7368421052631579,0.6052631578947368
2013-14,2014-03-25 00:00:00+00:00,Newcastle,Everton,A,0.4666666666666667,0.13333333333333333,0.5172413793103449,0.3103448275862069,1,3,1.2666666666666666,1.4827586206896552,-0.06666666666666667,0.4482758620689655,5.3,5.206896551724138,2.9,2.8275862068965516,5.1,6.689655172413793,0.13333333333333333,0.034482758620689655,1.3666666666666667,1.4827586206896552,1.0,4.0,0.2894736842105263,0.4210526315789473
2013-14,2014-03-26 00:00:00+00:00,Liverpool,Sunderland,H,0.6666666666666666,0.16666666666666666,0.21428571428571427,0.25,6,-1,2.7333333333333334,0.9285714285714286,1.4666666666666666,-0.6428571428571429,6.9,3.357142857142857,2.7,4.035714285714286,5.833333333333333,4.857142857142857,0.0,0.25,1.5666666666666667,1.6785714285714286,4.0,1.0,0.4210526315789473,0.2368421052631578
2013-14,2014-03-26 00:00:00+00:00,West Ham,Hull,H,0.26666666666666666,0.23333333333333334,0.3,0.2,-3,1,1.0666666666666667,1.0666666666666667,-0.26666666666666666,-0.16666666666666666,3.066666666666667,3.466666666666667,4.033333333333333,2.9,5.0,4.233333333333333,0.16666666666666666,0.1,1.5666666666666667,1.5666666666666667,3.0,1.0,0.3157894736842105,0.0
2013-14,2014-03-29 00:00:00+00:00,Arsenal,Man City,D,0.6129032258064516,0.1935483870967742,0.7241379310344828,0.10344827586206896,0,4,1.7741935483870968,2.7241379310344827,0.6129032258064516,1.793103448275862,5.419354838709677,6.310344827586207,2.967741935483871,2.586206896551724,5.419354838709677,7.724137931034483,0.12903225806451613,0.034482758620689655,1.3548387096774193,1.8275862068965518,2.5,3.5,0.5526315789473685,0.6052631578947368
2013-14,2014-03-29 00:00:00+00:00,Crystal Palace,Chelsea,H,0.26666666666666666,0.13333333333333333,0.6774193548387096,0.1935483870967742,-1,1,0.6333333333333333,2.0,-0.6666666666666666,1.2580645161290323,3.533333333333333,5.967741935483871,3.0,2.3548387096774195,4.533333333333333,6.161290322580645,0.06666666666666667,0.0967741935483871,1.3333333333333333,1.4516129032258065,2.0,4.0,0.0,0.5789473684210527
2013-14,2014-03-29 00:00:00+00:00,Man United,Aston Villa,H,0.4838709677419355,0.1935483870967742,0.3,0.23333333333333334,-1,-1,1.5483870967741935,1.1,0.3548387096774194,-0.3,4.741935483870968,3.6333333333333333,2.838709677419355,2.7333333333333334,5.903225806451613,4.333333333333333,0.0967741935483871,0.0,1.8064516129032258,2.1333333333333333,4.0,0.0,0.7368421052631579,0.2631578947368421
2013-14,2014-03-29 00:00:00+00:00,Southampton,Newcastle,H,0.3870967741935484,0.2903225806451613,0.45161290322580644,0.12903225806451613,-1,-1,1.4516129032258065,1.2258064516129032,0.16129032258064516,-0.16129032258064516,4.580645161290323,5.225806451612903,2.193548387096774,2.903225806451613,5.548387096774194,5.225806451612903,0.0,0.12903225806451613,1.7419354838709677,1.3225806451612903,4.0,1.0,0.2368421052631578,0.2894736842105263
2013-14,2014-03-29 00:00:00+00:00,Stoke,Hull,H,0.2903225806451613,0.3225806451612903,0.2903225806451613,0.1935483870967742,2,-1,1.1612903225806452,1.064516129032258,-0.2903225806451613,-0.1935483870967742,3.5806451612903225,3.4516129032258065,3.4838709677419355,2.838709677419355,4.161290322580645,4.258064516129032,0.12903225806451613,0.12903225806451613,2.096774193548387,1.5483870967741935,3.5,0.5,0.2368421052631578,0.0
